ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
19843,HT253985,04/17/2011 12:57:00 PM,0000X W 108TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0513,005,34,49,01A,1177858,1833061,2011,11/17/2011 12:01:47 PM,41.697235145,-87.624401572,"(41.697235145, -87.624401572)"
19841,HT251914,04/15/2011 10:12:00 PM,026XX W 47TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0912,009,12,58,01A,1159523,1873445,2011,11/17/2011 12:01:47 PM,41.808449584,-87.6904294,"(41.808449584, -87.6904294)"
19840,HT250705,04/15/2011 08:35:00 AM,079XX S MANISTEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0422,004,7,46,01A,1195852,1852703,2011,11/17/2011 12:01:47 PM,41.750709229,-87.557870909,"(41.750709229, -87.557870909)"
19839,HT249814,04/14/2011 04:44:00 PM,076XX S KINGSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0421,004,7,43,01A,1194560,1854742,2011,11/17/2011 12:01:47 PM,41.75633626,-87.562538375,"(41.75633626, -87.562538375)"
19838,HT249886,04/14/2011 04:06:00 PM,027XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1031,010,22,30,01A,1148214,1885119,2011,11/17/2011 12:01:47 PM,41.840709343,-87.731608815,"(41.840709343, -87.731608815)"
19837,HT249709,04/14/2011 02:35:00 PM,076XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,0623,006,6,69,01A,1177632,1854607,2011,11/17/2011 12:01:47 PM,41.756365252,-87.624579505,"(41.756365252, -87.624579505)"
19836,HT248769,04/13/2011 09:35:00 PM,026XX S RIDGEWAY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1031,010,22,30,01A,1151842,1885955,2011,11/17/2011 12:01:47 PM,41.842932913,-87.718273335,"(41.842932913, -87.718273335)"
19835,HT246404,04/12/2011 01:14:00 PM,027XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0835,008,18,70,01A,1159098,1852177,2011,11/17/2011 12:01:47 PM,41.750095885,-87.692569472,"(41.750095885, -87.692569472)"
19834,HT245722,04/11/2011 10:41:00 PM,025XX W 16TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1023,010,28,29,01A,1159585,1891939,2011,11/17/2011 12:01:47 PM,41.859197968,-87.689693741,"(41.859197968, -87.689693741)"
19833,HT244208,04/11/2011 05:05:00 AM,030XX S ST LOUIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1032,010,22,30,01A,1153472,1884348,2011,11/17/2011 12:01:47 PM,41.838490919,-87.712334237,"(41.838490919, -87.712334237)"
19832,HT243538,04/10/2011 04:41:00 PM,074XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0731,007,17,69,01A,1175831,1855531,2011,03/14/2014 05:48:06 AM,41.758941343,-87.631152132,"(41.758941343, -87.631152132)"
19831,HT242646,04/10/2011 01:44:00 AM,024XX W 45TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0914,009,12,58,01A,1160735,1874394,2011,11/17/2011 12:01:47 PM,41.811028793,-87.685957819,"(41.811028793, -87.685957819)"
19830,HT242557,04/10/2011 12:15:00 AM,004XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,006,17,44,01A,1174880,1852507,2011,10/31/2014 03:20:56 PM,41.750664368,-87.634727474,"(41.750664368, -87.634727474)"
19829,HT242239,04/09/2011 11:44:00 PM,055XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0234,002,3,40,01A,1179825,1868496,2011,11/17/2011 12:01:47 PM,41.794428208,-87.616118161,"(41.794428208, -87.616118161)"
19828,HT240518,04/08/2011 04:57:00 PM,008XX E 46TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2123,002,4,39,01A,1182466,1874647,2011,10/31/2014 03:20:56 PM,41.811246182,-87.606242997,"(41.811246182, -87.606242997)"
19827,HT239403,04/08/2011 09:13:00 AM,011XX N KEYSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1111,011,27,23,01A,1149140,1907212,2011,11/29/2011 10:08:20 AM,41.901317261,-87.727638638,"(41.901317261, -87.727638638)"
19826,HT238913,04/07/2011 05:10:00 PM,079XX S LOOMIS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0612,006,21,71,01A,1168331,1852300,2011,11/29/2011 10:55:15 AM,41.750239745,-87.658732051,"(41.750239745, -87.658732051)"
19825,HT230621,04/02/2011 11:21:00 AM,034XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1121,011,27,23,01A,1152914,1906482,2011,11/17/2011 12:01:47 PM,41.899240116,-87.713795644,"(41.899240116, -87.713795644)"
19823,HT223608,03/29/2011 08:11:00 AM,009XX W FULLERTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,"CTA ""L"" PLATFORM",true,false,1933,019,43,7,01A,1169433,1916176,2011,10/31/2014 03:20:56 PM,41.925497627,-87.652839397,"(41.925497627, -87.652839397)"
19821,HT223848,03/28/2011 06:55:00 PM,019XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2535,025,30,20,01A,1149438,1912850,2011,11/27/2011 12:32:23 PM,41.916782705,-87.726397511,"(41.916782705, -87.726397511)"
19820,HT222009,03/27/2011 02:33:00 PM,053XX W FERDINAND ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1523,015,28,25,01A,1140572,1902591,2011,11/17/2011 12:01:47 PM,41.888798367,-87.759223703,"(41.888798367, -87.759223703)"
19819,HT221364,03/26/2011 11:52:00 PM,075XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0623,006,6,69,01A,1179817,1855256,2011,11/17/2011 12:01:47 PM,41.758096503,-87.616552164,"(41.758096503, -87.616552164)"
20161,C398333,03/26/2011 11:37:00 AM,009XX S CLAREMONT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1224,012,25,28,01A,1160823,1895756,2011,10/31/2014 03:20:56 PM,41.86964663,-87.685043627,"(41.86964663, -87.685043627)"
19816,HT216724,03/23/2011 07:12:00 PM,010XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,8,69,01A,1184750,1855459,2011,11/17/2011 12:01:47 PM,41.758539345,-87.59846707,"(41.758539345, -87.59846707)"
19815,HT213845,03/21/2011 08:19:00 PM,015XX E 65TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0321,003,5,42,01A,1187446,1862152,2011,11/17/2011 12:01:47 PM,41.776841899,-87.588374123,"(41.776841899, -87.588374123)"
19813,HT209962,03/19/2011 02:56:00 AM,057XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0715,007,15,67,01A,1164374,1866706,2011,11/17/2011 12:01:47 PM,41.78985599,-87.672826913,"(41.78985599, -87.672826913)"
19812,HT209905,03/19/2011 01:05:00 AM,034XX W FULTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1123,011,28,27,01A,1153598,1901749,2011,11/29/2011 09:42:32 AM,41.886238719,-87.711409321,"(41.886238719, -87.711409321)"
19810,HT208024,03/17/2011 09:42:00 PM,117XX S LOWE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0524,005,34,53,01A,1174106,1826859,2011,11/17/2011 12:01:47 PM,41.68029982,-87.638322446,"(41.68029982, -87.638322446)"
19809,HT202574,03/14/2011 01:38:00 PM,006XX E 115TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0531,005,9,50,01A,1182332,1828851,2011,10/31/2014 03:20:56 PM,41.68558011,-87.608150208,"(41.68558011, -87.608150208)"
19808,HT201703,03/14/2011 07:46:00 AM,025XX W BALMORAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2011,020,40,4,01A,1158674,1935738,2011,11/17/2011 12:01:47 PM,41.9794044,-87.691835106,"(41.9794044, -87.691835106)"
19806,HT200791,03/13/2011 01:50:00 AM,038XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1122,011,28,26,01A,1150647,1899774,2011,11/17/2011 12:01:47 PM,41.880877284,-87.722297795,"(41.880877284, -87.722297795)"
19805,HT200722,03/13/2011 12:15:00 AM,057XX S WASHTENAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0824,008,16,63,01A,1159396,1866431,2011,11/17/2011 12:01:47 PM,41.789204849,-87.691087421,"(41.789204849, -87.691087421)"
19804,HT199388,03/12/2011 05:29:00 AM,048XX W CORTEZ ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,015,37,25,01A,1143623,1906579,2011,11/29/2011 09:11:25 AM,41.899685338,-87.747919204,"(41.899685338, -87.747919204)"
20159,X443833,03/07/2011 10:30:00 AM,043XX S FEDERAL ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0221,002,3,38,01A,1176555,1876203,2011,11/28/2011 11:27:51 AM,41.815651174,-87.627877098,"(41.815651174, -87.627877098)"
19803,HT190514,03/05/2011 10:53:00 PM,059XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1511,015,29,25,01A,1136383,1906673,2011,11/17/2011 12:01:47 PM,41.900075776,-87.77450991,"(41.900075776, -87.77450991)"
19802,HT181604,03/05/2011 12:01:00 PM,044XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1113,011,28,26,01A,1146777,1898356,2011,11/29/2011 09:51:35 AM,41.877060856,-87.736544487,"(41.877060856, -87.736544487)"
19801,HT189211,03/05/2011 02:41:00 AM,016XX W LUNT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2431,024,49,1,01A,1164091,1946533,2011,11/17/2011 12:01:47 PM,42.008913131,-87.671606902,"(42.008913131, -87.671606902)"
19800,HT188442,03/04/2011 03:30:00 PM,025XX E 116TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,0434,004,10,51,01A,1194673,1828567,2011,11/17/2011 12:01:47 PM,41.684506833,-87.562982613,"(41.684506833, -87.562982613)"
19799,HT187740,03/04/2011 08:40:00 AM,065XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,20,42,01A,1180980,1861967,2011,11/17/2011 12:01:47 PM,41.776485503,-87.612083685,"(41.776485503, -87.612083685)"
19798,HT184401,03/01/2011 06:59:00 PM,109XX S WENTWORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,0513,005,34,49,01A,1176931,1832239,2011,11/17/2011 12:01:47 PM,41.695000345,-87.627820359,"(41.695000345, -87.627820359)"
19797,HT183702,03/01/2011 11:50:00 AM,083XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0614,006,18,71,01A,1166167,1849514,2011,11/17/2011 12:01:47 PM,41.742640846,-87.666741026,"(41.742640846, -87.666741026)"
19796,HT183026,02/28/2011 09:17:00 PM,012XX W 74TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0734,007,17,67,01A,1168948,1855740,2011,11/17/2011 12:01:47 PM,41.759666269,-87.656371894,"(41.759666269, -87.656371894)"
19790,HT180292,02/26/2011 10:19:00 PM,042XX W CRYSTAL ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2534,025,37,23,01A,1147698,1907946,2011,11/17/2011 12:01:47 PM,41.903359249,-87.732916422,"(41.903359249, -87.732916422)"
19789,HT180194,02/26/2011 08:30:00 PM,044XX S WASHTENAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0912,009,12,58,01A,1159158,1874785,2011,11/17/2011 12:01:47 PM,41.812134199,-87.691731451,"(41.812134199, -87.691731451)"
19792,HT180003,02/26/2011 05:35:00 PM,058XX N WINTHROP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2022,020,48,77,01A,1167843,1939094,2011,11/17/2011 12:01:47 PM,41.98841997,-87.658018168,"(41.98841997, -87.658018168)"
19791,HT180003,02/26/2011 05:35:00 PM,058XX N WINTHROP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2022,020,48,77,01A,1167843,1939094,2011,11/17/2011 12:01:47 PM,41.98841997,-87.658018168,"(41.98841997, -87.658018168)"
19788,HT177412,02/24/2011 09:56:00 PM,061XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0313,003,20,42,01A,1182658,1864509,2011,11/17/2011 12:01:47 PM,41.783422201,-87.605853457,"(41.783422201, -87.605853457)"
19787,HT175664,02/23/2011 09:13:00 PM,008XX E 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,true,false,0313,003,20,42,01A,1183199,1863466,2011,10/31/2014 03:20:56 PM,41.780547538,-87.603902428,"(41.780547538, -87.603902428)"
19786,HT173259,02/22/2011 01:00:00 AM,025XX S SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1033,010,12,30,01A,1156719,1887200,2011,11/17/2011 12:01:47 PM,41.846252101,-87.700342186,"(41.846252101, -87.700342186)"
19785,HT165579,02/16/2011 09:47:00 PM,037XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0922,009,11,59,01A,1165004,1879904,2011,11/17/2011 12:01:47 PM,41.826059532,-87.670143451,"(41.826059532, -87.670143451)"
19784,HT161224,02/14/2011 09:35:00 AM,006XX S SACRAMENTO BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1135,011,2,27,01A,1156504,1897163,2011,10/31/2014 03:20:56 PM,41.873595995,-87.700861878,"(41.873595995, -87.700861878)"
19783,HT158215,02/12/2011 03:35:00 AM,068XX S ELIZABETH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0724,007,17,67,01A,1169132,1859306,2011,11/17/2011 12:01:47 PM,41.769447857,-87.655594561,"(41.769447857, -87.655594561)"
19782,HT157733,02/11/2011 06:33:00 PM,005XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0624,006,6,44,01A,1181139,1852703,2011,10/31/2014 03:20:56 PM,41.751060467,-87.611785684,"(41.751060467, -87.611785684)"
19781,HT156871,02/11/2011 03:10:00 PM,088XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2221,022,21,71,01A,1166183,1846045,2011,11/17/2011 12:01:47 PM,41.733121057,-87.666780846,"(41.733121057, -87.666780846)"
19780,HT152977,02/09/2011 10:41:00 AM,006XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,007,3,68,01A,1173052,1865807,2011,10/31/2014 03:20:56 PM,41.787201679,-87.641033817,"(41.787201679, -87.641033817)"
19779,HT151711,02/07/2011 09:30:00 PM,039XX N ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1923,019,47,6,01A,1164991,1926256,2011,11/17/2011 12:01:47 PM,41.95325325,-87.668874297,"(41.95325325, -87.668874297)"
19778,HT149354,02/05/2011 11:45:00 PM,023XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1211,012,2,28,01A,1160776,1898600,2011,11/17/2011 12:01:47 PM,41.877451805,-87.685137328,"(41.877451805, -87.685137328)"
19776,HT149027,02/05/2011 08:15:00 PM,004XX W 103RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,BASEMENT,false,false,2232,022,34,49,01A,1175010,1836564,2011,10/31/2014 03:20:56 PM,41.706911746,-87.63472526,"(41.706911746, -87.63472526)"
19773,HT147866,02/05/2011 06:40:00 AM,033XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1134,011,28,27,01A,1154061,1897865,2011,11/29/2011 08:38:39 AM,41.875571404,-87.709812693,"(41.875571404, -87.709812693)"
19774,HT148203,02/05/2011 05:13:00 AM,026XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0421,004,7,43,01A,1195304,1855769,2011,11/06/2013 07:49:58 AM,41.7591361,-87.559777979,"(41.7591361, -87.559777979)"
19775,HT148238,02/05/2011 03:22:00 AM,002XX N KEYSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1114,011,28,26,01A,1149327,1900704,2011,10/31/2014 03:20:56 PM,41.883454994,-87.727120654,"(41.883454994, -87.727120654)"
19772,HT148128,02/04/2011 11:43:00 PM,082XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0631,006,6,44,01A,1182287,1850602,2011,11/17/2011 12:01:47 PM,41.745268599,-87.607643817,"(41.745268599, -87.607643817)"
19771,HT143584,02/03/2011 11:25:00 AM,006XX N MONTICELLO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1122,011,27,23,01A,1151972,1904205,2011,10/31/2014 03:20:56 PM,41.893010417,-87.71731566,"(41.893010417, -87.71731566)"
19769,HT144517,02/01/2011 09:05:00 AM,032XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,1422,014,26,23,01A,1154336,1909162,2011,11/17/2011 12:01:47 PM,41.906565983,-87.708500945,"(41.906565983, -87.708500945)"
19770,HT144517,02/01/2011 09:05:00 AM,032XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,1422,014,26,23,01A,1154336,1909162,2011,11/17/2011 12:01:47 PM,41.906565983,-87.708500945,"(41.906565983, -87.708500945)"
19768,HT142432,01/31/2011 07:19:00 PM,071XX S JEFFERY BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0333,003,5,43,01A,1190822,1857919,2011,11/17/2011 12:01:47 PM,41.765145298,-87.576134653,"(41.765145298, -87.576134653)"
19766,HT142223,01/30/2011 09:07:00 PM,008XX E 82ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0631,006,8,44,01A,1183062,1850762,2011,10/31/2014 03:20:56 PM,41.745689686,-87.604799153,"(41.745689686, -87.604799153)"
19765,HT141140,01/29/2011 04:21:00 PM,059XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0713,007,15,67,01A,1167319,1865011,2011,11/17/2011 12:01:47 PM,41.785142109,-87.662076965,"(41.785142109, -87.662076965)"
19764,HT140583,01/29/2011 09:10:00 AM,050XX S JUSTINE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0931,009,16,61,01A,1166899,1871231,2011,11/17/2011 12:01:47 PM,41.802219519,-87.663439163,"(41.802219519, -87.663439163)"
19767,HT139228,01/28/2011 09:41:00 AM,034XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1121,011,27,23,01A,1153533,1905085,2011,11/29/2011 11:43:35 AM,41.895394325,-87.711559245,"(41.895394325, -87.711559245)"
19763,HT139016,01/28/2011 01:43:00 AM,004XX E 44TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0222,002,3,38,01A,1180006,1875979,2011,10/31/2014 03:20:56 PM,41.814958059,-87.615225185,"(41.814958059, -87.615225185)"
19762,HT138847,01/27/2011 09:10:00 PM,040XX W 25TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,1013,010,22,30,01A,1150050,1886795,2011,12/07/2011 05:41:22 AM,41.845273008,-87.724827746,"(41.845273008, -87.724827746)"
19761,HT137982,01/27/2011 12:30:00 PM,061XX S WASHTENAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0825,008,15,66,01A,1159475,1863591,2011,11/17/2011 12:01:47 PM,41.781409876,-87.690875561,"(41.781409876, -87.690875561)"
19760,HT133119,01/24/2011 12:00:00 PM,113XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,2234,022,34,75,01A,1168192,1829180,2011,11/17/2011 12:01:47 PM,41.686797914,-87.659904109,"(41.686797914, -87.659904109)"
19753,HT123735,01/18/2011 02:09:00 AM,008XX W 119TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0524,005,34,53,01A,1172803,1825976,2011,10/31/2014 03:20:56 PM,41.677905469,-87.64311793,"(41.677905469, -87.64311793)"
19752,HT123587,01/17/2011 06:35:00 PM,010XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0724,007,16,68,01A,1170340,1862996,2011,11/17/2011 12:01:47 PM,41.779547459,-87.65105928,"(41.779547459, -87.65105928)"
19751,HT122016,01/16/2011 01:30:00 PM,026XX S TRIPP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1031,010,22,30,01A,1148515,1886260,2011,11/29/2011 09:49:13 AM,41.843834606,-87.730474857,"(41.843834606, -87.730474857)"
19750,HT116513,01/15/2011 09:06:00 AM,070XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0733,007,17,68,01A,1170823,1858012,2011,11/17/2011 12:01:47 PM,41.765860228,-87.649433847,"(41.765860228, -87.649433847)"
19749,HT119996,01/15/2011 06:49:00 AM,057XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,015,29,25,01A,1137653,1904794,2011,11/17/2011 12:01:47 PM,41.89489677,-87.769890418,"(41.89489677, -87.769890418)"
19748,HT118573,01/13/2011 09:40:00 PM,026XX W 15TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1023,010,28,29,01A,1159159,1892670,2011,11/17/2011 12:01:47 PM,41.861212659,-87.691237388,"(41.861212659, -87.691237388)"
19747,HT116872,01/12/2011 06:48:00 PM,006XX E 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,003,20,42,01A,1181370,1863410,2011,10/31/2014 03:20:56 PM,41.780436248,-87.610609521,"(41.780436248, -87.610609521)"
19746,HT112275,01/11/2011 06:11:00 PM,092XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2221,022,21,73,01A,1167253,1843396,2011,11/17/2011 12:01:47 PM,41.725828998,-87.662936501,"(41.725828998, -87.662936501)"
19745,HT114232,01/10/2011 11:35:00 PM,041XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1115,011,28,26,01A,1148702,1899051,2011,11/29/2011 11:43:01 AM,41.878931068,-87.729458431,"(41.878931068, -87.729458431)"
19744,HT111676,01/09/2011 04:11:00 AM,025XX W 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0911,009,14,63,01A,1160444,1870735,2011,11/17/2011 12:01:47 PM,41.800994044,-87.687126096,"(41.800994044, -87.687126096)"
19743,HT111412,01/08/2011 10:45:00 PM,043XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,true,true,0221,002,3,38,01A,1177926,1876089,2011,11/17/2011 12:01:47 PM,41.815307352,-87.622851518,"(41.815307352, -87.622851518)"
19742,HT111240,01/08/2011 07:55:00 PM,080XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0623,006,17,44,01A,1175723,1851605,2011,11/17/2011 12:01:47 PM,41.748170346,-87.631665292,"(41.748170346, -87.631665292)"
19741,HT108310,01/06/2011 06:28:00 PM,086XX S CONSTANCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0412,004,8,45,01A,1189987,1847850,2011,11/17/2011 12:01:47 PM,41.737535191,-87.579518469,"(41.737535191, -87.579518469)"
19739,HT104792,01/04/2011 12:18:00 PM,045XX N MAGNOLIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,2311,019,46,3,01A,1167055,1930594,2011,11/17/2011 12:01:47 PM,41.965112728,-87.661161817,"(41.965112728, -87.661161817)"
19738,HT104380,01/04/2011 06:57:00 AM,013XX W HASTINGS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1231,012,2,28,01A,1167644,1893890,2011,11/17/2011 12:01:47 PM,41.864382084,-87.660055617,"(41.864382084, -87.660055617)"
19736,HT101536,01/02/2011 01:39:00 AM,001XX W 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,CLUB,true,false,0623,006,6,69,01A,1176399,1855212,2011,10/31/2014 03:20:56 PM,41.758053229,-87.629080025,"(41.758053229, -87.629080025)"
19737,HT101536,01/02/2011 01:39:00 AM,001XX W 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,CLUB,true,false,0623,006,6,69,01A,1176399,1855212,2011,10/31/2014 03:20:56 PM,41.758053229,-87.629080025,"(41.758053229, -87.629080025)"
19730,HT100325,01/01/2011 04:50:00 AM,011XX W HOLLYWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2022,020,48,77,01A,1167685,1937979,2011,11/17/2011 12:01:47 PM,41.985363801,-87.658631612,"(41.985363801, -87.658631612)"
19729,HS684556,01/01/2011 01:33:00 AM,067XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0723,007,6,68,01A,1172088,1860254,2011,11/17/2011 12:01:47 PM,41.771984852,-87.644731409,"(41.771984852, -87.644731409)"
19727,HS683202,12/30/2010 10:35:00 PM,060XX W DIVERSEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2512,025,29,19,01A,1135880,1917949,2010,11/17/2011 12:01:47 PM,41.931027436,-87.776088368,"(41.931027436, -87.776088368)"
19726,HS683187,12/30/2010 10:14:00 PM,028XX S ARCHER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0923,009,11,60,01A,1169228,1886183,2010,11/17/2011 12:01:47 PM,41.843199182,-87.654464493,"(41.843199182, -87.654464493)"
19725,HS681635,12/29/2010 08:25:00 PM,100XX S CALHOUN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0431,004,7,51,01A,1194847,1838797,2010,11/17/2011 12:01:47 PM,41.712574743,-87.562010285,"(41.712574743, -87.562010285)"
19724,HS679806,12/28/2010 04:41:00 PM,061XX S SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0823,008,15,66,01A,1157470,1863956,2010,11/17/2011 12:01:47 PM,41.782452361,-87.698216518,"(41.782452361, -87.698216518)"
19722,HS677233,12/27/2010 12:25:00 AM,057XX S MOZART ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0824,008,16,63,01A,1158312,1866600,2010,11/17/2011 12:01:47 PM,41.78969076,-87.69505752,"(41.78969076, -87.69505752)"
