ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
4603,HP424011,06/29/2008 11:17:00 PM,078XX S KINGSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,true,false,0421,004,7,43,01A,1194506,1853626,2008,11/17/2011 12:01:47 PM,41.753275198,-87.562772901,"(41.753275198, -87.562772901)"
4605,HP424011,06/29/2008 10:11:00 PM,078XX S KINGSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,true,false,0421,004,7,43,01A,1194506,1853626,2008,11/17/2011 12:01:47 PM,41.753275198,-87.562772901,"(41.753275198, -87.562772901)"
4602,HP422548,06/29/2008 02:06:00 AM,056XX W GRAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,TAVERN,true,false,2515,025,29,19,01A,1138275,1913558,2008,11/17/2011 12:01:47 PM,41.918934997,-87.767393578,"(41.918934997, -87.767393578)"
4601,HP422451,06/29/2008 12:21:00 AM,107XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0513,005,9,49,01A,1180531,1833500,2008,11/17/2011 12:01:47 PM,41.698379029,-87.614601208,"(41.698379029, -87.614601208)"
4600,HP420303,06/27/2008 10:38:00 PM,078XX S ESCANABA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0421,004,7,43,01A,1196846,1853437,2008,11/17/2011 12:01:47 PM,41.752698737,-87.554204143,"(41.752698737, -87.554204143)"
4598,HP418308,06/27/2008 12:39:00 AM,026XX S KEDVALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1031,010,22,30,01A,1149188,1885887,2008,11/17/2011 12:01:47 PM,41.842798055,-87.728014703,"(41.842798055, -87.728014703)"
4597,HP414913,06/25/2008 09:20:00 AM,070XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0735,007,17,67,01A,1165932,1858180,2008,11/17/2011 12:01:47 PM,41.766426559,-87.66735628,"(41.766426559, -87.66735628)"
4595,HP412566,06/23/2008 11:40:00 PM,102XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0511,005,9,49,01A,1177685,1837178,2008,11/17/2011 12:01:47 PM,41.708536677,-87.624910998,"(41.708536677, -87.624910998)"
4596,HP412557,06/23/2008 11:31:00 PM,027XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1125,011,2,27,01A,1157980,1898616,2008,11/17/2011 12:01:47 PM,41.877553196,-87.695403066,"(41.877553196, -87.695403066)"
4599,HP364469,06/23/2008 09:04:00 PM,035XX S GILES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,NURSING HOME,true,false,0211,002,2,35,01A,1178796,1881809,2008,11/17/2011 12:01:47 PM,41.830983706,-87.619485919,"(41.830983706, -87.619485919)"
4594,HP412159,06/23/2008 07:23:00 PM,068XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0322,003,20,69,01A,1178819,1859489,2008,11/17/2011 12:01:47 PM,41.769735075,-87.620081067,"(41.769735075, -87.620081067)"
4593,HP411488,06/23/2008 01:39:00 PM,058XX S ARCHER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0814,008,23,56,01A,1140812,1868893,2008,11/17/2011 12:01:47 PM,41.79632174,-87.759169627,"(41.79632174, -87.759169627)"
4592,HP408759,06/21/2008 10:09:00 PM,043XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1111,011,37,23,01A,1146910,1905002,2008,11/17/2011 12:01:47 PM,41.895295696,-87.735886251,"(41.895295696, -87.735886251)"
4591,HP407358,06/21/2008 09:20:00 AM,084XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,004,7,46,01A,1194921,1849745,2008,11/17/2011 12:01:47 PM,41.742615215,-87.56137971,"(41.742615215, -87.56137971)"
4589,HP407370,06/21/2008 03:36:00 AM,080XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0422,004,7,46,01A,1197180,1852474,2008,11/17/2011 12:01:47 PM,41.750047889,-87.553012203,"(41.750047889, -87.553012203)"
4590,HP407382,06/21/2008 12:37:00 AM,062XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0714,007,16,67,01A,1166709,1862990,2008,11/17/2011 12:01:47 PM,41.779609279,-87.664371143,"(41.779609279, -87.664371143)"
4588,HP406653,06/20/2008 08:21:00 PM,013XX N CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1423,014,26,24,01A,1159542,1908598,2008,11/17/2011 12:01:47 PM,41.90491267,-87.689392749,"(41.90491267, -87.689392749)"
4587,HP405246,06/20/2008 01:10:00 AM,064XX S JUSTINE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0725,007,17,67,01A,1167070,1862108,2008,11/17/2011 12:01:47 PM,41.777181245,-87.663072874,"(41.777181245, -87.663072874)"
4586,HP404085,06/19/2008 05:23:00 PM,064XX S ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0825,008,15,66,01A,1160101,1862031,2008,01/09/2012 07:46:57 AM,41.77711616,-87.688623368,"(41.77711616, -87.688623368)"
4585,HP402615,06/19/2008 03:37:00 PM,119XX S PERRY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,005,9,53,01A,1177763,1825975,2008,11/17/2011 12:01:47 PM,41.677792258,-87.624962748,"(41.677792258, -87.624962748)"
4584,HP402978,06/19/2008 04:06:00 AM,078XX S MARQUETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0421,004,7,43,01A,1195720,1853596,2008,11/17/2011 12:01:47 PM,41.753162952,-87.558325133,"(41.753162952, -87.558325133)"
4582,HP401232,06/17/2008 09:12:00 PM,038XX W 69TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,SCHOOL YARD,false,false,0833,008,13,65,01A,1152014,1858203,2008,11/17/2011 12:01:47 PM,41.766774066,-87.718370817,"(41.766774066, -87.718370817)"
4581,HP401103,06/17/2008 08:00:00 PM,020XX W 49TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0915,009,20,61,01A,1163633,1872208,2008,11/17/2011 12:01:47 PM,41.804969751,-87.67538954,"(41.804969751, -87.67538954)"
4580,HP398594,06/17/2008 01:01:00 AM,007XX E 92ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0633,006,9,44,01A,1182550,1843834,2008,10/31/2014 03:20:56 PM,41.726690347,-87.606889471,"(41.726690347, -87.606889471)"
4583,HP398366,06/16/2008 09:40:00 PM,072XX S COLES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0334,003,7,43,01A,1194419,1857633,2008,01/07/2013 01:02:37 PM,41.764272846,-87.56296022,"(41.764272846, -87.56296022)"
4579,HP399288,06/16/2008 08:50:00 PM,004XX W OAK ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,true,true,1823,018,27,8,01A,1173075,1907110,2008,10/31/2014 03:20:56 PM,41.900539992,-87.639726439,"(41.900539992, -87.639726439)"
4577,HP397306,06/15/2008 08:41:00 PM,017XX W TOUHY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2423,024,49,1,01A,1163556,1947852,2008,11/17/2011 12:01:47 PM,42.012543825,-87.673537908,"(42.012543825, -87.673537908)"
4576,HP396102,06/15/2008 05:06:00 AM,088XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0632,006,6,44,01A,1180428,1846191,2008,11/17/2011 12:01:47 PM,41.73320712,-87.614590429,"(41.73320712, -87.614590429)"
4575,HP395964,06/15/2008 04:32:00 AM,115XX S LONGWOOD DR,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,2212,022,19,75,01A,1164536,1828331,2008,11/17/2011 12:01:47 PM,41.684545756,-87.673312022,"(41.684545756, -87.673312022)"
4574,HP395710,06/14/2008 11:22:00 PM,003XX S WHIPPLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1124,011,28,27,01A,1156057,1898374,2008,10/31/2014 03:20:56 PM,41.876928128,-87.702470368,"(41.876928128, -87.702470368)"
4573,HP394871,06/14/2008 02:37:00 PM,086XX S MARQUETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0423,004,7,46,01A,1195613,1848274,2008,11/17/2011 12:01:47 PM,41.738561609,-87.558892767,"(41.738561609, -87.558892767)"
4571,HP394034,06/14/2008 02:30:00 AM,072XX S SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0831,008,18,66,01A,1157585,1856454,2008,11/17/2011 12:01:47 PM,41.761863428,-87.697998076,"(41.761863428, -87.697998076)"
4572,HP394003,06/14/2008 01:30:00 AM,030XX W PALMER BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1414,014,35,22,01A,1155421,1914275,2008,11/17/2011 12:01:47 PM,41.920574729,-87.704377557,"(41.920574729, -87.704377557)"
4570,HP393833,06/13/2008 11:30:00 PM,030XX W MONTROSE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1724,017,33,14,01A,1155111,1929120,2008,11/17/2011 12:01:47 PM,41.961316703,-87.705116838,"(41.961316703, -87.705116838)"
4569,HP393793,06/13/2008 11:07:00 PM,017XX N LINDER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2532,025,37,25,01A,1139502,1911042,2008,11/17/2011 12:01:47 PM,41.912008501,-87.762946861,"(41.912008501, -87.762946861)"
4568,HP392058,06/13/2008 05:40:00 AM,029XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2113,001,3,35,01A,1176711,1885743,2008,09/01/2012 06:30:46 AM,41.841826197,-87.627017153,"(41.841826197, -87.627017153)"
4578,HP377115,06/13/2008 04:34:00 AM,099XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2232,022,34,73,01A,1171031,1838882,2008,11/17/2011 12:01:47 PM,41.713360346,-87.649228845,"(41.713360346, -87.649228845)"
4567,HP390063,06/12/2008 02:02:00 AM,050XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1533,015,28,25,01A,1143108,1898167,2008,11/17/2011 12:01:47 PM,41.876611433,-87.750020857,"(41.876611433, -87.750020857)"
4566,HP389880,06/11/2008 11:22:00 PM,025XX S KEELER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1013,010,22,30,01A,1148838,1886522,2008,11/17/2011 12:01:47 PM,41.84454734,-87.729282736,"(41.84454734, -87.729282736)"
4565,HP389528,06/11/2008 07:59:00 PM,033XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0834,008,18,70,01A,1155288,1851956,2008,11/17/2011 12:01:47 PM,41.749566438,-87.70653703,"(41.749566438, -87.70653703)"
4564,HP387890,06/11/2008 06:50:00 AM,048XX W 44TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0814,008,23,56,01A,1144560,1874567,2008,11/17/2011 12:01:47 PM,41.811822572,-87.745282827,"(41.811822572, -87.745282827)"
4563,HP387935,06/11/2008 02:05:00 AM,096XX S CHAPPEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0431,004,7,51,01A,1191566,1841598,2008,11/17/2011 12:01:47 PM,41.720341001,-87.573935624,"(41.720341001, -87.573935624)"
4562,HP385633,06/09/2008 11:01:00 PM,027XX N MONTICELLO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2524,025,35,22,01A,1151534,1918174,2008,11/17/2011 12:01:47 PM,41.931351259,-87.718556551,"(41.931351259, -87.718556551)"
4561,HP385258,06/09/2008 06:25:00 PM,071XX N SHERIDAN RD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,true,true,2423,024,49,1,01A,1166322,1947788,2008,11/17/2011 12:01:47 PM,42.012309256,-87.66336232,"(42.012309256, -87.66336232)"
4559,HP381488,06/08/2008 12:49:00 AM,049XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0931,009,16,61,01A,1166220,1871729,2008,11/17/2011 12:01:47 PM,41.803600584,-87.665915158,"(41.803600584, -87.665915158)"
4560,HP381653,06/07/2008 06:00:00 PM,006XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0711,007,20,68,01A,1172849,1865721,2008,10/31/2014 03:20:56 PM,41.786970169,-87.641780662,"(41.786970169, -87.641780662)"
4558,HP377408,06/07/2008 06:12:00 AM,003XX E 53RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0234,002,3,40,01A,1179649,1869921,2008,10/31/2014 03:20:56 PM,41.798342565,-87.616719981,"(41.798342565, -87.616719981)"
4555,HP370165,06/02/2008 04:19:00 AM,001XX E 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0312,003,20,69,01A,1178562,1863207,2008,10/31/2014 03:20:56 PM,41.779943497,-87.620910209,"(41.779943497, -87.620910209)"
4557,HP363278,06/02/2008 02:15:00 AM,029XX W 38TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0913,009,14,58,01A,1157181,1878913,2008,11/17/2011 12:01:47 PM,41.823502231,-87.6988713,"(41.823502231, -87.6988713)"
4556,HP368241,06/01/2008 08:10:00 PM,087XX S EUCLID AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0412,004,8,48,01A,1190748,1847148,2008,11/17/2011 12:01:47 PM,41.735590512,-87.576753029,"(41.735590512, -87.576753029)"
4554,HP366660,05/31/2008 05:24:00 AM,040XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2534,025,27,23,01A,1149027,1908970,2008,11/17/2011 12:01:47 PM,41.906143579,-87.728008136,"(41.906143579, -87.728008136)"
4552,HP366315,05/31/2008 03:15:00 AM,061XX S MENARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0812,008,13,64,01A,1138756,1863054,2008,11/17/2011 12:01:47 PM,41.780335936,-87.76685037,"(41.780335936, -87.76685037)"
4553,HP365850,05/30/2008 09:15:00 PM,071XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,true,false,0731,007,6,69,01A,1176585,1857722,2008,11/17/2011 12:01:47 PM,41.764936776,-87.628322967,"(41.764936776, -87.628322967)"
4551,HP364300,05/30/2008 02:30:00 AM,091XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0413,004,8,47,01A,1184114,1844490,2008,11/17/2011 12:01:47 PM,41.728454123,-87.601139988,"(41.728454123, -87.601139988)"
4550,HP358219,05/26/2008 11:25:00 PM,014XX E 69TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0332,003,5,43,01A,1186894,1859155,2008,11/17/2011 12:01:47 PM,41.768630977,-87.590492605,"(41.768630977, -87.590492605)"
4548,HP329369,05/26/2008 09:27:00 PM,073XX S UNIVERSITY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,5,69,01A,1185106,1856806,2008,11/17/2011 12:01:47 PM,41.76222729,-87.597120125,"(41.76222729, -87.597120125)"
4549,HP357921,05/26/2008 08:20:00 PM,078XX S ESSEX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,004,7,43,01A,1194179,1853474,2008,11/17/2011 12:01:47 PM,41.752866128,-87.56397619,"(41.752866128, -87.56397619)"
4545,HP356432,05/25/2008 10:01:00 PM,003XX E 53RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,0234,002,3,40,01A,1179516,1869917,2008,10/31/2014 03:20:56 PM,41.79833463,-87.617207836,"(41.79833463, -87.617207836)"
4546,HP355530,05/25/2008 10:12:00 AM,002XX E 121ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0532,005,9,53,01A,1179993,1824406,2008,10/31/2014 03:20:56 PM,41.673436088,-87.616848012,"(41.673436088, -87.616848012)"
4547,HP354969,05/24/2008 11:21:00 PM,093XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0423,004,7,48,01A,1195088,1843767,2008,11/17/2011 12:01:47 PM,41.726206958,-87.560964393,"(41.726206958, -87.560964393)"
4544,HP353546,05/24/2008 05:00:00 AM,018XX W 21ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1223,012,25,31,01A,1164256,1889725,2008,11/17/2011 12:01:47 PM,41.853025174,-87.672610528,"(41.853025174, -87.672610528)"
4543,HP353313,05/24/2008 03:40:00 AM,076XX S EMERALD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,006,17,71,01A,1172584,1854228,2008,11/17/2011 12:01:47 PM,41.755437861,-87.643090487,"(41.755437861, -87.643090487)"
4542,HP352018,05/23/2008 01:52:00 PM,064XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0312,003,20,42,01A,1180964,1862621,2008,11/17/2011 12:01:47 PM,41.77828051,-87.612122233,"(41.77828051, -87.612122233)"
4541,HP350335,05/22/2008 03:54:00 PM,006XX E 131ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0533,005,9,54,01A,1182891,1818598,2008,10/31/2014 03:20:56 PM,41.657431467,-87.606420469,"(41.657431467, -87.606420469)"
4540,HP349281,05/21/2008 09:14:00 PM,045XX N BROADWAY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1914,019,46,3,01A,1168175,1930554,2008,06/28/2013 11:47:07 AM,41.964978782,-87.657045029,"(41.964978782, -87.657045029)"
4539,HP346254,05/20/2008 12:50:00 PM,009XX W FOSTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,MOTEL,true,true,2023,020,48,77,01A,1169127,1934771,2008,10/31/2014 03:20:56 PM,41.976529679,-87.653421733,"(41.976529679, -87.653421733)"
4538,HP344056,05/19/2008 10:10:00 AM,047XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0223,002,3,38,01A,1180357,1873850,2008,01/09/2014 07:14:29 AM,41.809107852,-87.614003049,"(41.809107852, -87.614003049)"
4536,HP340479,05/17/2008 08:53:00 PM,005XX W 60TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0711,007,20,68,01A,1173897,1865147,2008,10/31/2014 03:20:56 PM,41.785371855,-87.637955161,"(41.785371855, -87.637955161)"
4537,HP336810,05/17/2008 09:56:00 AM,080XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0612,006,21,71,01A,1170095,1851265,2008,11/17/2011 12:01:47 PM,41.747361431,-87.652297981,"(41.747361431, -87.652297981)"
4535,HP340136,05/16/2008 11:46:00 PM,092XX S RACINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,2222,022,21,73,01A,1169985,1843579,2008,11/17/2011 12:01:47 PM,41.726272355,-87.652923713,"(41.726272355, -87.652923713)"
4534,HP339170,05/16/2008 03:40:00 PM,053XX W RACE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,1523,015,37,25,01A,1140432,1902993,2008,11/17/2011 12:01:47 PM,41.889904074,-87.759727974,"(41.889904074, -87.759727974)"
4532,HP338077,05/15/2008 11:40:00 PM,026XX W 64TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0825,008,15,66,01A,1159924,1862131,2008,11/17/2011 12:01:47 PM,41.777394213,-87.689269505,"(41.777394213, -87.689269505)"
4531,HP337114,05/15/2008 03:35:00 PM,008XX E 93RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0633,006,8,44,01A,1183301,1843523,2008,10/31/2014 03:20:56 PM,41.725819501,-87.604148154,"(41.725819501, -87.604148154)"
4530,HP336622,05/15/2008 10:30:00 AM,028XX S KENNETH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1031,010,22,30,01A,1147160,1884518,2008,11/17/2011 12:01:47 PM,41.839080316,-87.735491993,"(41.839080316, -87.735491993)"
4533,HP248635,05/15/2008 10:05:00 AM,085XX S OGLESBY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0412,004,8,46,01A,1193283,1848610,2008,11/17/2011 12:01:47 PM,41.739540842,-87.567418264,"(41.739540842, -87.567418264)"
4529,HP332188,05/12/2008 09:05:00 PM,067XX S PERRY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0722,007,6,69,01A,1176526,1859987,2008,11/17/2011 12:01:47 PM,41.771153515,-87.628471184,"(41.771153515, -87.628471184)"
4528,HP330451,05/12/2008 12:10:00 AM,088XX S COMMERCIAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,true,0423,004,10,46,01A,1197633,1847081,2008,11/17/2011 12:01:47 PM,41.735237803,-87.551531791,"(41.735237803, -87.551531791)"
4526,HP329147,05/11/2008 02:18:00 AM,006XX E 115TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0532,005,9,54,01A,1182318,1828771,2008,10/31/2014 03:20:56 PM,41.685360902,-87.608203923,"(41.685360902, -87.608203923)"
4525,HP327924,05/10/2008 01:01:00 PM,064XX S OAKLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0825,008,15,66,01A,1162220,1861902,2008,11/17/2011 12:01:47 PM,41.77671831,-87.680858701,"(41.77671831, -87.680858701)"
4527,HP327809,05/10/2008 11:41:00 AM,014XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1231,012,2,28,01A,1167978,1893159,2008,11/17/2011 12:01:47 PM,41.862368964,-87.658850597,"(41.862368964, -87.658850597)"
4524,HP323841,05/08/2008 10:04:00 AM,067XX S JEFFERY BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0331,003,5,43,01A,1190752,1860397,2008,11/17/2011 12:01:47 PM,41.771946817,-87.576311278,"(41.771946817, -87.576311278)"
4523,HP321944,05/07/2008 11:53:00 AM,067XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0725,007,15,67,01A,1166546,1859897,2008,11/17/2011 12:01:47 PM,41.771125166,-87.665056838,"(41.771125166, -87.665056838)"
4522,HP320409,05/06/2008 01:45:00 PM,025XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,0825,008,15,66,01A,1160232,1862749,2008,11/17/2011 12:01:47 PM,41.779083756,-87.688123372,"(41.779083756, -87.688123372)"
4521,HP317989,05/06/2008 08:40:00 AM,042XX W ARTHINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,1132,011,24,26,01A,1148314,1895738,2008,11/17/2011 12:01:47 PM,41.869847292,-87.730968478,"(41.869847292, -87.730968478)"
4520,HP319374,05/06/2008 12:11:00 AM,033XX W POTOMAC AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1422,014,26,23,01A,1153598,1908406,2008,11/17/2011 12:01:47 PM,41.90450617,-87.711232067,"(41.90450617, -87.711232067)"
4519,HP319374,05/06/2008 12:11:00 AM,033XX W POTOMAC AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1422,014,26,23,01A,1153598,1908406,2008,11/17/2011 12:01:47 PM,41.90450617,-87.711232067,"(41.90450617, -87.711232067)"
4518,HP318572,05/05/2008 04:55:00 PM,009XX N NOBLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1323,012,27,24,01A,1166845,1906470,2008,10/31/2014 03:20:56 PM,41.898919727,-87.662627805,"(41.898919727, -87.662627805)"
4517,HP317300,05/04/2008 10:52:00 PM,002XX E 48TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0224,002,3,38,01A,1178430,1873285,2008,10/31/2014 03:20:56 PM,41.807601485,-87.621088026,"(41.807601485, -87.621088026)"
4516,HP315812,05/03/2008 11:20:00 PM,049XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0931,009,16,61,01A,1166139,1871768,2008,11/17/2011 12:01:47 PM,41.80370933,-87.666211115,"(41.80370933, -87.666211115)"
4515,HP313965,05/02/2008 10:11:00 PM,079XX S MARQUETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0422,004,7,46,01A,1195520,1852724,2008,11/17/2011 12:01:47 PM,41.750775059,-87.559086797,"(41.750775059, -87.559086797)"
4514,HP311537,05/01/2008 06:25:00 PM,003XX E 117TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0532,005,9,53,01A,1180614,1827352,2008,10/31/2014 03:20:56 PM,41.681506152,-87.614485157,"(41.681506152, -87.614485157)"
4513,HP310465,05/01/2008 02:40:00 PM,081XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0422,004,7,46,01A,1197291,1851183,2008,11/17/2011 12:01:47 PM,41.746502527,-87.552648382,"(41.746502527, -87.552648382)"
4512,HP309231,04/30/2008 04:40:00 PM,045XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,FACTORY,true,false,2533,025,37,23,01A,1146134,1907651,2008,11/17/2011 12:01:47 PM,41.902579632,-87.738668899,"(41.902579632, -87.738668899)"
4511,HP308521,04/30/2008 05:00:00 AM,028XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1031,010,22,30,01A,1148155,1884417,2008,11/17/2011 12:01:47 PM,41.838784096,-87.731843366,"(41.838784096, -87.731843366)"
4510,HP308521,04/30/2008 05:00:00 AM,028XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1031,010,22,30,01A,1148155,1884417,2008,11/17/2011 12:01:47 PM,41.838784096,-87.731843366,"(41.838784096, -87.731843366)"
4509,HP308521,04/30/2008 05:00:00 AM,028XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1031,010,22,30,01A,1148155,1884417,2008,11/17/2011 12:01:47 PM,41.838784096,-87.731843366,"(41.838784096, -87.731843366)"
4508,HP307550,04/29/2008 12:00:00 PM,032XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0823,008,15,66,01A,1155654,1862623,2008,08/10/2012 05:34:50 AM,41.778831027,-87.704910269,"(41.778831027, -87.704910269)"
4507,HP306388,04/28/2008 09:27:00 PM,082XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0613,006,21,71,01A,1170457,1850214,2008,12/01/2011 09:43:12 AM,41.744469475,-87.651002049,"(41.744469475, -87.651002049)"
4506,HP303219,04/27/2008 02:12:00 AM,017XX W ERIE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1324,012,1,24,01A,1164526,1904356,2008,11/17/2011 12:01:47 PM,41.893168187,-87.671205296,"(41.893168187, -87.671205296)"
