geoid,canopy_coverage,total_tract_area,percent_covered
17031310300,20965.6479063087,318219.596065907,0.0658842138
17031310500,11558.5664398103,163307.244250641,0.0707780386
17031510300,802940.542816988,2957010.96360689,0.2715378985
17031491400,134195.307760995,829877.270829833,0.1617050044
17031500200,459040.912309915,2044081.6208285,0.2245707352
17031530200,405344.878388474,1297345.76620549,0.3124416705
17031740100,162466.642250823,891332.370114078,0.1822739168
17031140500,76063.4724527178,452820.329590823,0.1679771589
17031140800,192100.496027257,724393.492925965,0.2651880475
17031150200,275805.452918701,1326771.76011346,0.2078770903
17031150300,305948.921022645,1326521.53060331,0.2306399964
17031300900,36311.9534622471,327300.04647942,0.1109439301
17031301100,36947.3626765251,212133.305580026,0.1741704942
17031301200,58326.8995568868,482202.869336549,0.1209592544
17031740400,461765.777932647,2838802.7291952,0.162662158
17031640300,128730.721402811,1324650.61056957,0.0971808871
17031640600,42056.9533313348,659755.003782769,0.0637463196
17031010400,123691.938623284,1151361.27678932,0.1074310393
17031020400,189400.256283923,555411.561812816,0.341008847
17031160300,99728.3272711877,426170.429777497,0.2340104341
17031310700,5933.7270008637,160036.142858684,0.0370774182
17031071500,207791.020203202,1618620.58338012,0.1283753724
17031071700,43306.5081745758,159949.238982395,0.2707515737
17031071800,76223.6230453924,323368.055153444,0.235717851
17031670500,93624.5998012715,622493.092171258,0.1504026325
17031670600,101866.393653463,327033.769970518,0.3114858556
17031670700,88055.7955278338,326728.207411101,0.2695077852
17031670800,62042.806334604,326299.354678118,0.1901407571
17031670900,77084.1593902683,326288.96751094,0.2362450682
17031671100,54104.2068703637,245620.239495737,0.2202758493
17031671200,52134.3382187528,244920.251991295,0.2128625044
17031671300,120806.606262441,484660.235563194,0.2492604043
17031671400,122877.328751766,495625.056684676,0.2479239641
17031671500,144054.801944783,741164.360167102,0.1943628292
17031671600,88109.2783621064,407250.945792173,0.2163513167
17031230500,44701.7761224099,517113.450918343,0.0864448141
17031230600,67905.0688520847,1020378.80732143,0.066548882
17031240600,19306.0659340808,162941.177757491,0.1184848802
17031241000,21874.1080194879,210165.582218073,0.1040803532
17031191000,43034.7386319911,434312.347993482,0.0990870714
17031080300,42492.2246544538,361488.573953896,0.1175479053
17031300800,36393.7872897035,325846.675528093,0.1116899144
17031650200,93871.5914581345,990903.631245243,0.0947333207
17031660500,119188.136293271,659357.435565726,0.180764074
17031221400,37401.5844786728,355032.54013576,0.1053469196
17031161000,110780.626599307,426501.453508593,0.2597426707
17031340600,18544.8743416006,472400.35478271,0.0392566901
17031670100,90322.911710029,326894.647357526,0.2763058754
17031240500,31613.1209093721,233368.936661783,0.135464134
17031240700,21949.6373379526,163219.336391064,0.1344793933
17031240800,26862.6506291363,165946.063580645,0.161875793
17031240900,271550.000565942,1005122.79011403,0.2701659969
17031241100,51227.0964365922,333254.862638448,0.1537174763
17031190300,90135.2024652668,660302.620915174,0.1365058984
17031190800,83947.5819864838,661317.863148844,0.1269398374
17031190900,47564.7197300745,314636.993239014,0.1511733228
17031191100,131335.991263257,822427.679675333,0.1596930581
17031191200,61966.4817899805,705575.112270187,0.0878240753
17031080100,50092.7573861547,265777.852376131,0.1884760409
17031080400,33055.5719539514,327344.257812738,0.1009810655
17031081000,53150.0532250451,298824.307029402,0.1778638885
17031150600,171600.76898105,656191.489358236,0.2615102021
17031301600,52384.9383126695,329516.002680327,0.1589753999
17031821402,4833.2361560931,1786651.98976566,0.0027051917
17031750300,186702.139451728,661766.441121978,0.2821269376
17031750100,228986.500714856,1285532.60769123,0.1781257818
17031740200,330894.71326486,1966293.69550086,0.1682834635
17031650400,108898.591731922,1098630.44897645,0.0991221314
17031650500,105700.475955176,3241743.15261482,0.0326060613
17031660600,86255.837154181,658609.446173329,0.1309665958
17031020500,209987.108542506,771659.182440118,0.2721241622
17031221100,80899.1837754926,440041.320642719,0.1838445164
17031221300,56499.5656096483,330106.83127455,0.1711553965
17031221500,55502.3737638637,304901.78250457,0.1820336152
17031221600,57425.1238395352,327910.315086752,0.1751244813
17031160800,116504.627026192,657627.598980595,0.1771589684
17031160900,189792.752459687,657732.358172498,0.2885562039
17031161100,153249.452877905,576341.209155817,0.2659005645
17031161200,74895.8083023207,517850.147790034,0.144628342
17031161300,74354.7468073511,497595.93667584,0.1494279622
17031330200,80489.9529664591,790503.706518509,0.101821095
17031420600,40751.2031610053,243605.527635187,0.1672835734
17031420700,146158.851892651,650528.023969503,0.2246772568
17031661000,174889.926236551,1118645.24741427,0.1563408298
17031823304,91001.2933857551,3557490.06482864,0.0255801961
17031640400,93623.1749739048,1334945.77728152,0.0701325676
17031640500,43436.0018254072,661915.244618722,0.0656216973
17031640700,75225.4542336457,657152.173855271,0.1144718944
17031640800,23413.1133675628,326704.518122609,0.0716644921
17031650100,81854.6376019013,673591.048807673,0.1215197823
17031010100,65608.8721393601,381062.541097181,0.1721735019
17031020100,100996.758097339,411311.376319722,0.2455481757
17031151200,77259.5290268952,655585.494042431,0.1178481369
17031310800,19240.0786260411,332782.288838794,0.0578158131
17031660400,94604.042240936,645647.495208752,0.146525841
17031670400,80264.7568225968,326420.364038789,0.2458938402
17031340400,15112.6066530321,290254.683533007,0.0520667108
17031420800,45493.3125222696,347600.983765557,0.130877974
17031421200,55211.9773263296,328221.704149415,0.1682154977
17031661100,154720.363185231,1299748.8230748,0.1190386638
17031222500,26042.6176749977,158413.347843917,0.164396612
17031222800,20215.0444349151,111384.659348011,0.181488587
17031230300,19394.431162,104633.278403401,0.1853562409
17031351500,6855.6884540846,168878.998932542,0.0405952694
17031381500,10255.7079295363,108676.128236962,0.0943694636
17031190200,91332.6745978199,660109.112009525,0.1383599665
17031390600,133003.533308351,324629.883778217,0.4097082245
17031010300,134754.229583566,472019.189013188,0.2854846428
17031010600,146198.750026116,494954.468615713,0.2953781798
17031020200,337338.126374565,1241962.61263093,0.2716169738
17031150800,107628.269551484,661046.138360058,0.1628150643
17031151100,116688.570007496,660843.568791856,0.1765751768
17031160100,156692.955384697,593563.996846086,0.2639866235
17031160200,184061.964592465,957665.853635773,0.1921985251
17031160400,183099.477205668,657337.352966285,0.2785471971
17031310600,18646.6221129799,543017.593151161,0.0343388913
17031310900,34866.98672975,484909.786812712,0.0719040689
17031320400,133072.960539105,1459272.76583927,0.0911912863
17031320600,62098.6063252031,1158439.79323464,0.0536053809
17031740300,231363.802687137,1320728.96938101,0.1751788656
17031660700,87744.5387449884,480682.172485536,0.1825416955
17031221200,83262.3883294738,330424.88665068,0.251985827
17031160700,152475.223925177,794343.997142869,0.191951125
17031222200,37601.0700245299,231071.572819869,0.1627247764
17031330100,156251.875918957,3622938.17681903,0.0431284963
17031340300,15259.4799837466,213698.228842585,0.071406675
17031340500,32935.0632918933,435448.200953008,0.075634859
17031350400,32792.8919182039,201453.529467646,0.1627814216
17031750500,636419.750724571,2636337.35589362,0.2414030015
17031750400,218542.42579148,995560.1591874,0.2195170465
17031750200,565276.924673383,1310962.43204738,0.431192314
17031430200,158383.537950039,666844.000749116,0.2375121284
17031660800,78951.2101389488,655388.309327689,0.1204647825
17031660900,411415.542139475,1972992.50287838,0.2085236216
17031670200,82591.9002711344,326542.573110376,0.2529284298
17031670300,90484.3851594115,326330.179156702,0.2772786305
17031222600,35517.1321291657,160601.655304497,0.2211504736
17031222700,46461.9492544521,226171.474053736,0.2054279809
17031222900,22617.6583484544,218386.076002458,0.1035673096
17031230100,31653.918288619,164481.7077388,0.1924464351
17031230200,31437.0481220247,210189.952502448,0.1495649423
17031230400,38167.4664958086,334578.844179429,0.1140761502
17031170400,118042.428326262,769030.346681051,0.1534951499
17031380700,33942.6694943865,244481.589816738,0.138835278
17031381900,16669.1142998808,172692.043356007,0.0965250858
17031390200,44389.9507147144,303793.759144356,0.1461187051
17031171000,269559.48734038,1393043.61735737,0.1935039822
17031180100,189629.090539681,1062790.99032795,0.1784255722
17031390300,43363.1453987477,327048.707968456,0.1325892576
17031390500,146535.399224287,326518.016859742,0.4487819712
17031390700,138365.39087725,1430343.83244901,0.0967357552
17031400300,396939.638638524,1464440.0582574,0.2710521584
17031400400,30313.4378393318,326943.173106651,0.0927177575
17031400500,48279.7090875055,326147.960737057,0.1480300811
17031400800,57212.8146353588,493309.065600695,0.1159776267
17031410100,52771.8031072267,484794.582868117,0.1088539455
17031440300,263272.80080972,1291889.65620937,0.2037889223
17031440700,58626.0072705133,327461.152756648,0.1790319456
17031671800,67802.788645271,324236.501697899,0.2091152239
17031680500,98957.0166451653,326859.446311204,0.3027509768
17031681100,128225.596423667,652441.136375832,0.1965320537
17031200100,77722.9270508745,586780.290235208,0.1324566083
17031410200,24530.4869602188,65109.6993159406,0.3767562624
17031170600,115731.167433299,566524.971880561,0.2042825527
17031380500,34187.2490585744,191450.206387975,0.1785699253
17031381700,13402.1700906374,196801.215054543,0.0681000373
17031430300,62738.1901748233,408970.521629868,0.1534051646
17031430700,32057.164824581,367784.893162117,0.0871628102
17031430800,66201.8035969929,328072.10509168,0.201790407
17031430900,66843.8326851112,336514.113223737,0.1986360454
17031431200,167268.407826279,655296.488353317,0.2552560723
17031431400,234747.984814326,2204792.34410153,0.1064716981
17031230800,21217.3635582022,205651.495416611,0.1031714528
17031231100,30425.5002600738,176381.847534027,0.1724979111
17031170900,54576.816299397,320577.069853796,0.1702455398
17031210100,83015.4012503032,854097.634583668,0.0971966177
17031420200,35752.2212486446,278187.983023239,0.1285182087
17031420300,41729.9558112051,245119.397879966,0.1702433841
17031440600,122554.916310151,669815.360567221,0.1829682081
17031440800,54045.9557484932,279073.658164047,0.1936619748
17031440900,164004.754960848,742630.146984622,0.220843115
17031450300,226317.522936242,1366765.41573932,0.165586223
17031671900,51913.7134241768,322061.360912472,0.1611919955
17031672000,215421.078740762,995027.035789609,0.2164977141
17031680600,79663.3073468898,326464.753010989,0.2440180957
17031680900,154261.81058711,1033027.60278707,0.1493298051
17031681000,127453.525301795,651694.611972011,0.1955724705
17031240200,25145.3498508845,166088.07860525,0.1513976804
17031240300,30701.6515419842,166590.123552535,0.1842945481
17031200200,114628.811476953,818683.894021014,0.1400159601
17031410500,51100.7597818056,262842.539524032,0.1944158654
17031410600,86331.9071027918,252560.030383767,0.3418272756
17031170100,133370.634814192,1014632.47098726,0.1314472369
17031170200,130181.562940651,653043.058092496,0.1993460635
17031170300,287120.993970287,1398900.9918186,0.2052475448
17031170500,333897.976309467,1539543.13079201,0.2168812095
17031351400,39157.9709188086,323710.565588873,0.1209659958
17031381200,33025.899127982,258551.171978073,0.1277344785
17031381400,37755.9681224255,316691.642072921,0.1192199702
17031381800,49110.3382684919,319366.367976929,0.1537742956
17031390100,101539.521236843,842813.02261662,0.1204769249
17031430400,99961.6888191273,545171.169438833,0.183358355
17031430500,43002.5947132625,337332.540971989,0.127478347
17031430600,69689.7260190198,328335.498284262,0.2122515731
17031230700,99770.8581452489,650134.824451297,0.1534617965
17031230900,50237.6346093418,455180.038187479,0.1103687121
17031231200,148762.150219368,656680.814963418,0.2265364646
17031170700,94260.3608060622,579672.431288482,0.1626097011
17031170800,109693.100802591,730333.277297449,0.1501959506
17031171100,101370.216593472,666147.611105746,0.1521738049
17031190100,38011.6208386707,316149.587438589,0.1202330237
17031390400,78797.7555990333,326307.513503629,0.2414831174
17031242200,53190.8330386928,326987.652700358,0.1626692403
17031200300,30514.6086803159,250668.493012127,0.1217329243
17031210400,40252.064773155,419634.861694073,0.0959216415
17031210700,70743.6286418469,497303.82397798,0.1422543428
17031210800,20128.4005195778,162931.208408677,0.1235392576
17031210900,55656.4850968226,570569.455875544,0.0975455039
17031220300,62158.4526088178,326092.361136166,0.1906160954
17031420100,245205.348617848,1379799.91919894,0.1777108008
17031420400,34347.4967310212,245126.773973299,0.1401213591
17031420500,32768.4238801889,245979.158860033,0.1332162612
17031470100,347515.07910243,1589069.36605112,0.2186909436
17031480100,127828.244398479,668183.354972348,0.1913071367
17031691000,137781.786518737,648683.506682556,0.2124021732
17031691300,143809.89439257,647445.860070548,0.2221187952
17031242300,62345.0430745214,328316.837318984,0.1898929205
17031411100,100783.147804711,282973.837265059,0.3561571231
17031460400,158616.647580137,652528.355055809,0.2430800843
17031681200,183786.519130319,794728.741346128,0.2312569177
17031690500,27644.7741950181,320685.196290704,0.0862053332
17031241400,89387.6226298964,517653.866649855,0.1726783636
17031241500,20200.8985712959,302869.791706619,0.0666982945
17031241600,17443.7014001021,293931.51214829,0.0593461425
17031242000,26356.6603109016,326758.472519908,0.0806609852
17031243300,23595.491540881,327091.604203423,0.0721372583
17031491200,140767.045348133,649494.652281477,0.2167331861
17031710800,96077.9692482021,816277.615585867,0.1177025652
17031711300,67898.8426992198,350017.205598745,0.1939871572
17031010202,70129.7571581839,351719.837252718,0.1993909633
17031480200,50141.067684577,286026.182730028,0.1753023699
17031480300,100086.951725553,415733.731694348,0.2407477289
17031480400,313412.713945647,1809902.56789927,0.173165517
17031480500,243027.832136035,1355403.14615146,0.1793029866
17031691100,105874.627250341,675737.362448088,0.156680144
17031691200,129898.120799207,1013722.18406085,0.1281397634
17031691400,118402.05984573,656678.808460666,0.1803043715
17031691500,151773.233907024,671196.461606671,0.2261234118
17031700100,144229.932616673,2311837.54115124,0.0623875727
17031410700,80726.5010249729,260189.451884131,0.3102604677
17031410800,50157.411920042,249756.637803478,0.2008251407
17031410900,108003.101859803,965422.994760714,0.1118712755
17031411000,230636.298081793,1896933.9016201,0.1215837293
17031411200,131820.321732356,402445.288514433,0.3275484283
17031530600,209243.204988287,1034198.95414869,0.2023239379
17031460100,243383.773124435,5484644.84025718,0.0443754847
17031460200,137250.903454922,600207.748668147,0.2286723285
17031460500,335899.653720449,1277222.14088157,0.2629923511
17031460600,61656.2311013768,260610.717431771,0.236583636
17031460700,84701.8708352149,422528.777109177,0.2004641469
17031461000,49006.5677782301,616837.104875541,0.0794481515
17031681300,176279.614589715,721327.060672078,0.2443823672
17031681400,132875.375814962,643435.640949084,0.2065091943
17031690300,63151.3260587908,512068.210707033,0.1233260037
17031690400,125248.694845641,651657.550984484,0.1922001742
17031690900,109430.91796551,655459.200602734,0.166953058
17031241200,43829.8979263755,328122.476814499,0.133577859
17031241300,48971.5544131988,164084.241509507,0.2984537331
17031242100,35773.8861979588,327980.266701055,0.1090732883
17031243100,27924.744111199,324004.811773583,0.0861862019
17031243200,31685.7358393194,323849.045483506,0.097841066
17031243400,23053.7745503315,329180.609369364,0.070033817
