"geoid10","resid","expression","callsXtree","covered"
"17031251600",-0.169503872830448,Inf,7.50203193634531e-05,0.260247933731177
"17031251700",3.53157782818558,Inf,0.000201120197305554,0.257924629993005
"17031251800",0.56559592324453,Inf,0.000108177970407902,0.172091631210194
"17031251900",-2.77512033179161,Inf,3.22067703343152e-05,0.227173849977601
"17031252000",-1.29611944579766,Inf,6.73738306653408e-05,0.218771308129362
"17031252101",-0.345545640977814,Inf,5.26075347390899e-05,0.183861777614068
"17031252102",0.798384230638882,Inf,0.000129606609100752,0.154515601670423
"17031252201",1.14827738879263,Inf,0.00012811861194995,0.162969868102003
"17031252202",-1.11325233597678,Inf,5.58938838243747e-05,0.174813162845394
"17031260100",-1.74055975892418,NA,0,0.110662207059789
"17031260200",1.42985432701475,Inf,0.00012103208048664,0.147728561804932
"17031260300",0.193632868415269,Inf,6.60602426092866e-05,0.184403271621311
"17031260400",-1.86308353457599,NA,0,0.16552299710574
"17031260500",-0.762125268333135,Inf,3.39144100029402e-05,0.133484798839072
"17031260600",-0.202381077931415,Inf,6.66587283062116e-05,0.16367361091985
"17031260700",0.304566742599563,Inf,8.33058599233409e-05,0.192332406760163
"17031260800",-1.04721327205072,Inf,2.82088912911044e-05,0.137689662302267
"17031260900",-0.515435767018449,Inf,4.09878241346582e-05,0.135408688626623
"17031261000",1.44866306285053,Inf,0.000126599073882126,0.192634886229977
"17031270500",-0.876663933069025,Inf,2.77996510631041e-05,0.151424102246962
"17031271200",-1.43359975272003,NA,0,0.0963395786828584
"17031271300",-1.41343307475667,NA,0,0.139373043771839
"17031271400",2.40654756097976,Inf,0.000219410146430218,0.111385131255197
"17031271500",-0.318146272482028,Inf,4.38204175499652e-05,0.149545772350238
"17031271800",1.01736309356304,Inf,8.65295537091071e-05,0.205714444307276
"17031280100",-0.635794629927391,NA,0,0.010225421438818
"17031280400",-1.18745702697719,NA,0,0.0882655576685336
"17031280800",-0.71031722036707,NA,0,0.0737228172122633
"17031280900",-0.795757305261207,NA,0,0.0697261172944373
"17031281900",-0.870818092401479,NA,0,0.0321370040593841
"17031282700",-0.35380241947185,Inf,5.49315949116413e-05,0.0705533209486503
"17031282800",-0.371350966030294,Inf,4.81295723791282e-05,0.137012733255438
"17031283100",-2.41544801439526,NA,0,0.199419349591147
"17031283200",-1.63491347599157,NA,0,0.137233095540625
"17031283800",-1.67876757328093,NA,0,0.0763005859775028
"17031290900",-0.650411524839632,Inf,6.67721794667399e-05,0.169131280170922
"17031291200",-1.87485300019856,NA,0,0.0999279806374561
"17031291600",1.10610066579069,Inf,0.000128659864993371,0.19349193457042
"17031292200",-1.86678356511976,Inf,1.896338774594e-05,0.148708664033189
"17031292400",-1.09417742629232,Inf,2.59691162556417e-05,0.143009937606525
"17031292500",-1.23505489098613,Inf,4.74986044580307e-05,0.117850168942373
"17031300500",0.851116478959621,Inf,0.000121547400315722,0.144119298175179
"17031300600",-1.0286532077045,Inf,4.27825412055997e-05,0.167577040587414
"17031300700",2.47467850249835,Inf,0.000209659139605992,0.167860195435044
"17031300800",0.49693234440264,Inf,0.000113284757882743,0.11747793820276
"17031300900",0.0188887394347795,Inf,8.61497849687002e-05,0.121911940953743
"17031301100",-1.007610094531,Inf,3.14459111380889e-05,0.178991048453474
"17031301200",-2.83040533551224,NA,0,0.16550323163448
"17031301600",1.0639859647085,Inf,0.000133626195355146,0.161499435873274
"17031301701",1.10479419673243,Inf,0.000135218933482103,0.136087310671263
"17031301702",1.68206659207762,Inf,0.000154638625178069,0.178567554391526
"17031301801",2.83690241972965,Inf,0.000212049187697498,0.151478840995391
"17031301802",0.00781536407279877,Inf,7.46334492833689e-05,0.165561877945099
"17031301803",1.60073708710443,Inf,0.000163095614231584,0.161964980570768
"17031310200",0.825341093911472,Inf,0.000123597359387433,0.0987906927581875
"17031310300",-1.47162931192439,NA,0,0.0757437675530777
"17031310400",-0.916020252319724,NA,0,0.0762401958760893
"17031310500",-0.819002158715039,NA,0,0.0462368105595258
"17031310600",-0.594749351544463,Inf,6.00683360589954e-05,0.0442943898905813
"17031310700",1.16886827352272,Inf,0.000282561389431329,0.0332117777903021
"17031310800",-1.88553283878977,NA,0,0.0587060955808755
"17031310900",1.00706685073833,Inf,0.000167816197514764,0.0684856271679588
"17031320100",-1.51376447827464,NA,0,0.0388646443254752
"17031320400",-0.174526478520515,NA,0,0.00244901947031782
"17031320600",-0.505734512439577,NA,0,0.0101710334046652
"17031330100",-2.59800213434252,Inf,2.44432323489028e-05,0.0469042904970604
"17031330200",-3.24138090740617,NA,0,0.200630586695308
"17031340300",-0.0730316531479484,Inf,6.67239359866636e-05,0.0988600508803245
"17031340400",2.17134271340272,Inf,0.000346982172638375,0.0633876748906956
"17031340500",0.0110011275586831,Inf,6.96249062080329e-05,0.110602342222512
"17031340600",-1.19685430604551,NA,0,0.120727737129726
"17031350100",-2.33595894842999,NA,0,0.297685084285469
"17031350400",-1.4310007394235,NA,0,0.197747587589457
