2011-06-22,319
2011-07-11,456
2011-08-15,244
2012-07-24,713
2012-07-30,307
2013-06-25,291
2013-07-01,294
2013-07-08,240
2013-07-15,204
2013-07-29,251
2013-08-12,203
2013-08-31,378
2013-09-03,675
2013-09-09,303
2014-07-01,205
2014-07-28,210
